area,bb_distance,bb_volume,compactness,diameter,distance_to_origin,eccentricity,face_type,filename,label,n_faces,n_vertices,rectangularity,sphericity,surface_area,volume,
0.591414,1.304863,0.191544,8.581396,1.007969,0.048634,0.026596,tri,76.off,Airplane,11842,5923,0.076219,0.116531,0.591414,0.014599,
0.641973,1.416675,0.223341,12.455155,1.013028,0.066076,0.027815,tri,77.off,Airplane,13170,6587,0.061363,0.080288,0.641973,0.013705,
0.687673,1.416701,0.260857,16.411285,1.017332,0.081726,0.026223,tri,78.off,Airplane,14936,7470,0.050743,0.060934,0.687673,0.013237,
0.785932,1.379860,0.279063,17.232155,1.115400,0.099648,0.044844,tri,79.off,Airplane,13374,6689,0.056556,0.058031,0.785932,0.015783,
0.785105,1.378526,0.258361,17.384714,1.065923,0.084392,0.040855,tri,80.off,Airplane,14698,7351,0.060723,0.057522,0.785105,0.015688,
0.806590,1.231163,0.250888,14.191619,1.007186,0.031861,0.172954,tri,100.off,Ant,16124,8064,0.072070,0.070464,0.806590,0.018082,
0.653999,1.210628,0.222707,10.260390,1.007909,0.070459,0.115342,tri,81.off,Ant,12736,6370,0.069715,0.097462,0.653999,0.015526,
0.846175,1.264689,0.292445,9.950922,1.020319,0.095830,0.141468,tri,82.off,Ant,16594,8299,0.079339,0.100493,0.846175,0.023202,
0.644562,1.203694,0.193871,9.617200,1.004844,0.059031,0.073452,tri,83.off,Ant,12748,6376,0.080935,0.103980,0.644562,0.015691,
0.738499,1.260060,0.290768,11.855392,1.035977,0.082851,0.158368,tri,84.off,Ant,13696,6850,0.059607,0.084350,0.738499,0.017332,
0.828166,1.249142,0.222825,11.099966,1.052338,0.054268,0.047247,tri,85.off,Ant,16772,8388,0.095461,0.090090,0.828166,0.021271,
0.714274,1.162004,0.167959,8.585136,1.010776,0.067274,0.116659,tri,86.off,Ant,14072,7038,0.115344,0.116480,0.714274,0.019373,
0.781913,1.325590,0.375120,8.546486,1.033712,0.072602,0.106663,tri,87.off,Ant,14936,7470,0.059285,0.117007,0.781913,0.022239,
0.867327,1.415862,0.454637,10.389432,1.027402,0.070249,0.141727,tri,88.off,Ant,16416,8210,0.051831,0.096252,0.867327,0.023564,
0.767392,1.195354,0.186963,14.071401,1.009978,0.036049,0.074471,tri,89.off,Ant,15304,7654,0.090131,0.071066,0.767392,0.016851,
0.831141,1.266114,0.289208,10.697731,1.019589,0.045082,0.153442,tri,90.off,Ant,15750,7877,0.075323,0.093478,0.831141,0.021784,
0.909529,1.302353,0.339055,9.783642,1.025777,0.060853,0.144693,tri,91.off,Ant,17276,8640,0.076909,0.102211,0.909529,0.026076,
0.591735,1.164765,0.164400,8.957955,1.012076,0.038583,0.068401,tri,92.off,Ant,11730,5867,0.086988,0.111633,0.591735,0.014301,
0.818682,1.341267,0.281882,8.651605,1.016503,0.032333,0.089096,tri,93.off,Ant,16432,8216,0.084010,0.115585,0.818682,0.023681,
0.681725,1.364562,0.262491,14.714835,1.000352,0.055838,0.047979,tri,94.off,Ant,14468,7236,0.052565,0.067959,0.681725,0.013798,
0.714865,1.231375,0.192496,8.763954,1.017167,0.042154,0.046664,tri,95.off,Ant,14706,7355,0.099733,0.114104,0.714865,0.019198,
0.784457,1.311776,0.182185,14.320621,1.031546,0.069535,0.042429,tri,96.off,Ant,17004,8504,0.094762,0.069829,0.784457,0.017264,
0.801179,1.218086,0.146922,13.972533,1.042009,0.027724,0.049451,tri,97.off,Ant,16330,8167,0.122784,0.071569,0.801179,0.018040,
0.627067,1.167142,0.180191,8.032576,1.006280,0.068180,0.080534,tri,98.off,Ant,12304,6154,0.091429,0.124493,0.627067,0.016475,
0.694171,1.291864,0.288124,14.422250,1.014158,0.055880,0.094107,tri,99.off,Ant,13758,6881,0.049702,0.069337,0.694171,0.014320,
1.117743,1.417824,0.404842,7.634584,1.039537,0.073290,0.254061,tri,281.off,Armadillo,50542,25273,0.099336,0.130983,1.117743,0.040216,
1.139783,1.259376,0.283310,7.810833,1.074228,0.054265,0.175082,tri,282.off,Armadillo,48942,24473,0.144509,0.128027,1.139783,0.040941,
0.689158,1.149529,0.156100,8.794983,1.022446,0.034930,0.070619,tri,283.off,Armadillo,48964,24484,0.116207,0.113701,0.689158,0.018140,
1.274927,1.389767,0.454441,7.520587,1.013834,0.134095,0.360863,tri,284.off,Armadillo,50984,25494,0.108617,0.132968,1.274927,0.049360,
1.446034,1.326170,0.376479,7.936969,1.062445,0.073862,0.215396,tri,285.off,Armadillo,50382,25193,0.154161,0.125993,1.446034,0.058038,
2.082554,1.555608,0.709805,8.839808,1.146449,0.119615,0.480688,tri,286.off,Armadillo,50212,25108,0.133908,0.113125,2.082554,0.095049,
1.504142,1.402846,0.466727,8.563273,1.103964,0.035089,0.283168,tri,287.off,Armadillo,50978,25491,0.127006,0.116778,1.504142,0.059277,
1.838627,1.576295,0.742348,8.091846,1.136569,0.050663,0.504671,tri,288.off,Armadillo,39996,20000,0.111015,0.123581,1.838627,0.082412,
1.305310,1.505246,0.610877,8.562612,1.102905,0.029906,0.369223,tri,289.off,Armadillo,50418,25211,0.078449,0.116787,1.305310,0.047923,
0.840645,1.291249,0.325250,9.895378,1.055250,0.024016,0.216134,tri,290.off,Armadillo,50858,25431,0.070837,0.101057,0.840645,0.023040,
1.109812,1.195043,0.214050,7.414542,1.002070,0.038387,0.183146,tri,291.off,Armadillo,49226,24615,0.188621,0.134870,1.109812,0.040374,
1.284486,1.429300,0.446498,6.886271,1.079095,0.062627,0.230995,tri,292.off,Armadillo,43544,21774,0.116831,0.145216,1.284486,0.052165,
1.032666,1.251578,0.274138,6.806540,1.051393,0.064113,0.180608,tri,293.off,Armadillo,29996,15000,0.137969,0.146918,1.032666,0.037823,
0.631118,1.123663,0.131169,7.725134,1.018421,0.027072,0.065232,tri,294.off,Armadillo,32998,16501,0.129316,0.129448,0.631118,0.016962,
1.064127,1.342550,0.387688,5.507274,1.014759,0.113169,0.202382,tri,295.off,Armadillo,33556,16780,0.113452,0.181578,1.064127,0.043984,
1.327624,1.282904,0.299445,6.236342,1.083265,0.062780,0.130291,tri,296.off,Armadillo,31660,15832,0.192355,0.160350,1.327624,0.057600,
1.428314,1.384906,0.455480,6.617514,1.026246,0.051496,0.398168,tri,297.off,Armadillo,30626,15315,0.136991,0.151114,1.428314,0.062397,
1.411342,1.403644,0.467497,7.369884,1.103516,0.026604,0.289098,tri,298.off,Armadillo,29996,15000,0.124226,0.135687,1.411342,0.058075,
1.796345,1.568779,0.726526,7.105605,1.162710,0.071971,0.465142,tri,299.off,Armadillo,34230,17117,0.116898,0.140734,1.796345,0.084929,
1.096677,1.501507,0.594212,7.491592,1.039613,0.070519,0.405125,tri,300.off,Armadillo,34902,17453,0.066399,0.133483,1.096677,0.039455,
0.725038,1.085785,0.089464,3.285210,1.013180,0.097015,0.065987,tri,341.off,Bearing,13288,6646,0.358001,0.304395,0.725038,0.032028,
0.725058,1.085787,0.089467,3.285478,1.013181,0.097011,0.065986,tri,342.off,Bearing,13288,6646,0.357991,0.304370,0.725058,0.032028,
0.724591,1.085795,0.089475,3.278098,1.013230,0.097316,0.065806,tri,343.off,Bearing,13288,6646,0.358013,0.305055,0.724591,0.032033,
1.277295,1.166536,0.180395,2.385585,1.054803,0.054445,0.157255,tri,344.off,Bearing,25440,12722,0.487180,0.419184,1.277295,0.087885,
1.278041,1.169209,0.183524,2.464279,1.053196,0.057536,0.150268,tri,345.off,Bearing,28896,14450,0.471577,0.405798,1.278041,0.086546,
1.281131,1.171759,0.186503,2.444013,1.053883,0.060937,0.155471,tri,346.off,Bearing,28680,14342,0.467657,0.409163,1.281131,0.087219,
1.259018,1.129086,0.137417,1.895097,1.046564,0.006249,0.118772,tri,347.off,Bearing,20968,10486,0.702206,0.527678,1.259018,0.096495,
0.469412,1.023253,0.023523,3.700678,1.004722,0.034896,0.037637,tri,348.off,Bearing,20528,10266,0.668296,0.270221,0.469412,0.015720,
0.469520,1.023531,0.023808,3.705307,1.004639,0.034442,0.050214,tri,349.off,Bearing,20528,10266,0.660110,0.269883,0.469520,0.015716,
0.472365,1.023191,0.023460,3.764621,1.004611,0.033915,0.030994,tri,350.off,Bearing,17514,8759,0.670658,0.265631,0.472365,0.015734,
0.774240,1.078008,0.081050,3.048004,1.022157,0.108225,0.057198,tri,351.off,Bearing,10380,5192,0.452714,0.328084,0.774240,0.036693,
0.781540,1.078073,0.081119,2.905054,1.022185,0.108469,0.098154,tri,352.off,Bearing,20796,10400,0.469895,0.344228,0.781540,0.038117,
0.395737,1.042511,0.043414,4.082976,1.002565,0.046343,0.030944,tri,353.off,Bearing,12080,6042,0.266846,0.244919,0.395737,0.011585,
0.606279,1.076946,0.079906,3.437765,1.020897,0.110205,0.059087,tri,354.off,Bearing,23264,11634,0.299617,0.290887,0.606279,0.023941,
0.409716,1.015451,0.015570,4.171904,1.004931,0.000037,0.024159,tri,355.off,Bearing,29984,14994,0.775426,0.239699,0.409716,0.012073,
0.409682,1.015469,0.015588,4.170811,1.004932,0.000002,0.024159,tri,356.off,Bearing,29980,14992,0.774525,0.239762,0.409682,0.012074,
0.465921,1.011437,0.009048,16.012125,1.011379,0.000224,0.006638,tri,357.off,Bearing,29764,14872,0.825951,0.062453,0.465921,0.007473,
1.584586,1.469624,0.579897,11.824149,1.075711,0.306124,0.398631,tri,358.off,Bearing,28266,14127,0.094062,0.084573,1.584586,0.054546,
1.581181,1.462985,0.570162,11.826736,1.074522,0.305303,0.391867,tri,359.off,Bearing,29924,14956,0.095349,0.084554,1.581181,0.054364,
0.634797,1.036746,0.037421,3.380566,1.012378,0.002614,0.047160,tri,360.off,Bearing,17584,8794,0.691225,0.295808,0.634797,0.025866,
0.350498,1.228559,0.100829,8.335402,1.000059,0.066115,0.030472,tri,241.off,Bird,27808,13906,0.067028,0.119970,0.350498,0.006758,
0.856646,1.283756,0.284513,9.873015,1.000025,0.065693,0.198866,tri,242.off,Bird,15694,7849,0.083397,0.101286,0.856646,0.023727,
0.348320,1.070544,0.050368,7.377613,1.000010,0.026492,0.015567,tri,243.off,Bird,25248,12626,0.141295,0.135545,0.348320,0.007117,
0.447773,1.112942,0.068634,13.056340,1.000352,0.052538,0.017788,tri,244.off,Bird,35992,17998,0.113609,0.076591,0.447773,0.007797,
0.735954,1.272087,0.269011,15.855946,1.000093,0.073386,0.193015,tri,245.off,Bird,12946,6475,0.055422,0.063068,0.735954,0.014909,
0.427415,1.075450,0.077333,11.041718,1.000001,0.049132,0.047029,tri,246.off,Bird,33736,16870,0.102250,0.090566,0.427415,0.007907,
0.602532,1.177968,0.186910,13.033162,1.000208,0.085482,0.125809,tri,247.off,Bird,11034,5519,0.065176,0.076727,0.602532,0.012182,
1.221591,1.543154,0.683184,18.836912,1.043690,0.202530,0.461089,tri,248.off,Bird,23576,11790,0.042817,0.053087,1.221591,0.029252,
0.355740,1.127115,0.093346,11.443580,1.000171,0.050135,0.032720,tri,249.off,Bird,29696,14850,0.063183,0.087385,0.355740,0.005898,
0.460465,1.227778,0.070093,14.137443,1.000014,0.052167,0.011999,tri,250.off,Bird,34224,17114,0.111484,0.070734,0.460465,0.007814,
0.348320,1.070544,0.050368,7.377613,1.000010,0.026492,0.015567,tri,251.off,Bird,25248,12626,0.141295,0.135545,0.348320,0.007117,
0.733168,1.259272,0.273981,13.273634,1.000024,0.076938,0.152422,tri,252.off,Bird,12698,6351,0.059138,0.075337,0.733168,0.016203,
0.663018,1.352882,0.206563,15.027382,1.002205,0.060406,0.046087,tri,253.off,Bird,12324,6164,0.063397,0.066545,0.663018,0.013095,
0.379203,1.112327,0.049746,13.345348,1.000018,0.038463,0.010943,tri,254.off,Bird,29088,14546,0.120825,0.074932,0.379203,0.006011,
0.528475,1.172700,0.148699,9.079998,1.000009,0.020545,0.115149,tri,255.off,Bird,10104,5054,0.080623,0.110132,0.528475,0.011989,
0.542799,1.347926,0.190218,10.166810,1.004243,0.068420,0.093720,tri,256.off,Bird,11936,5970,0.061999,0.098359,0.542799,0.011793,
0.531935,1.132453,0.076071,49.223171,1.000213,0.036697,0.013283,tri,257.off,Bird,17064,8534,0.068353,0.020316,0.531935,0.005200,
1.195123,1.425211,0.502679,22.005903,1.015158,0.109195,0.167880,tri,258.off,Bird,17888,8946,0.052099,0.045442,1.195123,0.026189,
0.942722,1.410006,0.336252,11.087420,1.002472,0.049193,0.117815,tri,259.off,Bird,18026,9015,0.076872,0.090192,0.942722,0.025848,
1.400562,1.511524,0.638542,13.148314,1.037571,0.043654,0.222647,tri,260.off,Bird,19960,9982,0.067314,0.076055,1.400562,0.042983,
1.364242,1.221585,0.242800,2.750552,1.030767,0.014381,0.188429,tri,301.off,Bust,18500,9252,0.372094,0.363563,1.364242,0.090344,
1.877440,1.382208,0.423657,3.512916,1.032352,0.038026,0.211695,tri,302.off,Bust,50246,25125,0.304631,0.284664,1.877440,0.129059,
1.710598,1.319354,0.332033,3.029684,1.074359,0.036413,0.287555,tri,303.off,Bust,31028,15516,0.364013,0.330067,1.710598,0.120864,
1.191012,1.201733,0.212403,3.965295,1.009261,0.009168,0.110829,tri,304.off,Bust,50930,25467,0.288968,0.252188,1.191012,0.061378,
2.097286,1.450797,0.538118,3.530885,1.035924,0.044291,0.391937,tri,305.off,Bust,55644,27824,0.282450,0.283215,2.097286,0.151991,
1.661073,1.372297,0.415012,2.399616,1.020008,0.099691,0.255240,tri,306.off,Bust,53592,26798,0.313131,0.416733,1.661073,0.129953,
2.552664,1.495419,0.616140,2.229494,1.117773,0.043678,0.445628,tri,307.off,Bust,54874,27439,0.416852,0.448532,2.552664,0.256839,
2.716375,1.508521,0.635661,1.706892,1.086504,0.051697,0.548846,tri,308.off,Bust,47948,23976,0.506909,0.585860,2.716375,0.322222,
1.952960,1.424332,0.510613,2.585813,1.007027,0.027670,0.449997,tri,309.off,Bust,10390,5197,0.312552,0.386726,1.952960,0.159593,
2.247203,1.523673,0.627766,1.465183,1.002466,0.033668,0.464176,tri,310.off,Bust,16522,8263,0.416863,0.682508,2.247203,0.261693,
1.996268,1.327206,0.380721,3.500746,1.057134,0.063888,0.222140,tri,311.off,Bust,50456,25230,0.372319,0.285653,1.996268,0.141750,
2.080377,1.473667,0.501752,3.468855,1.017254,0.096410,0.238599,tri,312.off,Bust,53966,26985,0.301929,0.288280,2.080377,0.151493,
2.198085,1.384733,0.437702,3.335882,1.033462,0.045993,0.346378,tri,313.off,Bust,21700,10852,0.383316,0.299771,2.198085,0.167778,
1.854850,1.455414,0.471329,3.250679,1.120765,0.124941,0.175506,tri,314.off,Bust,52870,26437,0.279528,0.307628,1.854850,0.131750,
1.838555,1.348951,0.409256,1.886221,1.008387,0.084855,0.416934,tri,315.off,Bust,51532,25768,0.417059,0.530161,1.838555,0.170684,
1.875217,1.342502,0.400763,2.569416,1.002848,0.081143,0.398273,tri,316.off,Bust,46786,23395,0.375877,0.389193,1.875217,0.150638,
1.763444,1.370513,0.430502,1.727697,1.014990,0.053526,0.323846,tri,317.off,Bust,55448,27726,0.389141,0.578805,1.763444,0.167526,
1.546667,1.277067,0.309839,2.547948,1.036204,0.070280,0.261164,tri,318.off,Bust,50286,25145,0.365711,0.392473,1.546667,0.113311,
1.660829,1.291151,0.325259,1.841940,1.004625,0.012638,0.227893,tri,319.off,Bust,53112,26558,0.455925,0.542906,1.660829,0.148294,
2.378646,1.546733,0.660489,2.356706,1.023057,0.091329,0.468362,tri,320.off,Bust,54232,27118,0.340213,0.424321,2.378646,0.224707,
0.686259,1.212880,0.228125,32.043312,1.059407,0.077344,0.195251,tri,101.off,Chair,16998,8499,0.041397,0.031208,0.686259,0.009444,
1.110538,1.299600,0.339035,28.310915,1.052877,0.078813,0.304357,tri,102.off,Chair,31456,15724,0.061003,0.035322,1.110538,0.020682,
0.807640,1.258548,0.285879,20.702053,1.071653,0.061608,0.322847,tri,103.off,Chair,19304,9652,0.052470,0.048304,0.807640,0.015000,
0.734590,1.194824,0.209206,42.035141,1.052772,0.044326,0.225490,tri,104.off,Chair,17306,8653,0.043648,0.023790,0.734590,0.009131,
0.777595,1.203433,0.219815,46.092690,1.053318,0.053833,0.217635,tri,105.off,Chair,18530,9261,0.043205,0.021695,0.777595,0.009497,
1.223042,1.387732,0.441982,34.110542,1.103338,0.123351,0.459779,tri,106.off,Chair,28104,14052,0.049270,0.029316,1.223042,0.021777,
1.096119,1.242459,0.269364,27.056154,1.058650,0.031017,0.253057,tri,107.off,Chair,22854,11421,0.077017,0.036960,1.096119,0.020746,
1.055864,1.242565,0.269843,25.732738,1.063662,0.024753,0.257751,tri,108.off,Chair,21008,10500,0.074530,0.038861,1.055864,0.020111,
0.752913,1.323510,0.364762,19.610022,1.103019,0.157278,0.405895,tri,109.off,Chair,20602,10301,0.038031,0.050994,0.752913,0.013872,
0.668231,1.166802,0.176857,33.633575,1.047831,0.069180,0.166745,tri,110.off,Chair,16920,8456,0.050079,0.029732,0.668231,0.008857,
0.640676,1.166712,0.176676,31.079035,1.047917,0.063444,0.172150,tri,111.off,Chair,16100,8050,0.048958,0.032176,0.640676,0.008650,
0.970544,1.315562,0.335275,24.846621,1.095832,0.127909,0.372529,tri,112.off,Chair,27256,13628,0.053797,0.040247,0.970544,0.018037,
0.855314,1.277003,0.315369,33.641327,1.040225,0.120140,0.261272,tri,113.off,Chair,21500,10748,0.040664,0.029725,0.855314,0.012824,
0.406134,1.220297,0.225465,20.110510,1.046218,0.168424,0.263277,tri,114.off,Chair,11588,5794,0.024071,0.049725,0.406134,0.005427,
0.792534,1.273954,0.311468,31.032608,1.040359,0.109752,0.260201,tri,115.off,Chair,20086,10043,0.038236,0.032224,0.792534,0.011909,
1.147580,1.290835,0.332446,31.441624,1.074586,0.047045,0.281934,tri,116.off,Chair,26926,13463,0.062012,0.031805,1.147580,0.020616,
1.118930,1.289274,0.328845,70.588631,1.050854,0.049422,0.365796,tri,117.off,Chair,28744,14372,0.040283,0.014167,1.118930,0.013247,
0.708601,1.213368,0.233075,24.945955,1.075383,0.072646,0.183921,tri,118.off,Chair,18306,9153,0.048181,0.040087,0.708601,0.011230,
0.952328,1.317379,0.352463,31.101234,1.064210,0.065945,0.446600,tri,119.off,Chair,24652,12326,0.044458,0.032153,0.952328,0.015670,
0.873507,1.183960,0.200537,31.025013,1.034812,0.051933,0.197255,tri,120.off,Chair,20242,10121,0.068726,0.032232,0.873507,0.013782,
3.055907,1.429902,0.521626,38.759502,1.023569,0.110570,0.535304,tri,21.off,Cup,30396,15198,0.154680,0.025800,3.055907,0.080685,
3.641967,1.479092,0.593617,22.270006,1.068652,0.073325,0.579174,tri,22.off,Cup,30004,15002,0.233298,0.044903,3.641967,0.138490,
2.660814,1.418086,0.483222,25.111607,1.016016,0.079771,0.440519,tri,23.off,Cup,30074,15037,0.168543,0.039822,2.660814,0.081444,
3.621870,1.479139,0.593241,14.476863,1.068684,0.067828,0.570716,tri,24.off,Cup,30492,15246,0.287147,0.069076,3.621870,0.170348,
4.066065,1.385590,0.459865,106.373848,1.157407,0.019798,0.434933,tri,25.off,Cup,30170,15087,0.162550,0.009401,4.066065,0.074751,
3.429762,1.474232,0.536132,85.663643,1.084398,0.054854,0.395501,tri,26.off,Cup,30418,15209,0.120365,0.011674,3.429762,0.064531,
3.444626,1.489888,0.580685,48.524853,1.078268,0.050248,0.460839,tri,27.off,Cup,30274,15137,0.148615,0.020608,3.444626,0.086299,
3.065621,1.436161,0.530500,38.904438,1.025270,0.109644,0.550635,tri,28.off,Cup,30140,15070,0.152534,0.025704,3.065621,0.080919,
2.949962,1.523998,0.569240,65.403778,1.063540,0.066136,0.453912,tri,29.off,Cup,30254,15127,0.103491,0.015290,2.949962,0.058911,
2.013225,1.462111,0.568884,26.836977,1.173102,0.119800,0.269992,tri,30.off,Cup,30008,15006,0.091143,0.037262,2.013225,0.051850,
3.303359,1.568753,0.698116,13.271329,1.050550,0.045929,0.529738,tri,31.off,Cup,30454,15227,0.221984,0.075350,3.303359,0.154971,
3.229023,1.464271,0.540260,75.773125,1.042867,0.069292,0.496160,tri,32.off,Cup,29502,14751,0.116017,0.013197,3.229023,0.062679,
3.554147,1.518358,0.652578,23.421803,1.060910,0.080091,0.727226,tri,33.off,Cup,14698,7349,0.199496,0.042695,3.554147,0.130187,
3.908156,1.584918,0.728308,16.137411,1.138330,0.043135,0.595040,tri,34.off,Cup,19204,9602,0.248313,0.061968,3.908156,0.180848,
2.652348,1.346089,0.405628,17.020014,1.161601,0.046789,0.288180,tri,35.off,Cup,30268,15136,0.242724,0.058754,2.652348,0.098455,
4.035700,1.563528,0.684621,88.477654,1.169977,0.042218,0.593912,tri,36.off,Cup,18152,9076,0.118382,0.011302,4.035700,0.081047,
4.116135,1.500046,0.624937,32.966484,1.060011,0.087767,0.806179,tri,37.off,Cup,12540,6270,0.218845,0.030334,4.116135,0.136764,
3.521695,1.454386,0.551929,35.724606,1.053509,0.079150,0.457641,tri,38.off,Cup,30128,15064,0.188380,0.027992,3.521695,0.103972,
3.333061,1.501614,0.617563,162.472717,1.002459,0.103884,0.602264,tri,39.off,Cup,30322,15161,0.072689,0.006155,3.333061,0.044890,
3.308916,1.287953,0.329412,81.057388,1.080862,0.020035,0.317725,tri,40.off,Cup,30326,15165,0.190839,0.012337,3.308916,0.062865,
0.767428,1.192370,0.186003,3.432836,1.006700,0.046638,0.079746,tri,221.off,Fish,14238,7121,0.183436,0.291304,0.767428,0.034120,
0.560199,1.107595,0.110387,3.274287,1.012688,0.059933,0.065235,tri,222.off,Fish,10506,5255,0.197383,0.305410,0.560199,0.021789,
0.684091,1.192141,0.209879,5.042155,1.007672,0.064668,0.079218,tri,223.off,Fish,13308,6656,0.112893,0.198328,0.684091,0.023694,
0.525898,1.093515,0.096210,4.052194,1.003541,0.053762,0.047556,tri,224.off,Fish,10118,5061,0.185166,0.246780,0.525898,0.017815,
0.630577,1.172026,0.172522,4.860534,1.002525,0.063133,0.090823,tri,225.off,Fish,12148,6076,0.123793,0.205739,0.630577,0.021357,
0.542461,1.093277,0.097207,3.305779,1.016106,0.031606,0.063819,tri,226.off,Fish,10428,5216,0.212565,0.302501,0.542461,0.020663,
0.542461,1.093277,0.097207,3.305779,1.016106,0.031606,0.063819,tri,227.off,Fish,10428,5216,0.212565,0.302501,0.542461,0.020663,
0.610983,1.133796,0.131294,3.525151,1.013238,0.047397,0.063882,tri,228.off,Fish,11180,5592,0.182172,0.283676,0.610983,0.023918,
0.575965,1.106999,0.110526,3.257177,1.010935,0.048826,0.071172,tri,229.off,Fish,10486,5245,0.206055,0.307014,0.575965,0.022774,
0.815469,1.200241,0.197015,3.459043,1.009266,0.049197,0.083168,tri,230.off,Fish,15142,7573,0.188976,0.289097,0.815469,0.037231,
0.640444,1.146613,0.156675,3.893173,1.005347,0.057960,0.072346,tri,231.off,Fish,12524,6264,0.155899,0.256860,0.640444,0.024426,
0.562074,1.085554,0.088725,4.023475,1.010843,0.047404,0.043496,tri,232.off,Fish,10876,5440,0.222647,0.248541,0.562074,0.019754,
1.048837,1.307019,0.353037,4.105415,1.003496,0.094174,0.195000,tri,233.off,Fish,20368,10186,0.141201,0.243581,1.048837,0.049849,
0.789955,1.211978,0.233676,4.465689,1.011543,0.055969,0.094802,tri,234.off,Fish,14992,7498,0.133696,0.223930,0.789955,0.031242,
0.546183,1.111722,0.116471,4.034254,1.009547,0.044342,0.053692,tri,235.off,Fish,10496,5250,0.162249,0.247877,0.546183,0.018897,
0.495231,1.097185,0.100897,4.718368,1.005359,0.056110,0.042565,tri,236.off,Fish,38744,19374,0.149524,0.211938,0.495231,0.015087,
0.445497,1.064169,0.066217,4.442874,1.003737,0.054221,0.032434,tri,237.off,Fish,35496,17750,0.200328,0.225080,0.445497,0.013265,
0.510317,1.089443,0.092329,4.360507,1.005813,0.049455,0.047517,tri,238.off,Fish,10188,5096,0.177798,0.229331,0.510317,0.016416,
0.532460,1.083802,0.077101,3.724870,1.001345,0.049081,0.038432,tri,239.off,Fish,10238,5121,0.245521,0.268466,0.532460,0.018930,
0.705197,1.154944,0.166142,4.105560,1.009391,0.069129,0.066394,tri,240.off,Fish,13662,6833,0.165414,0.243572,0.705197,0.027482,
1.010686,1.255821,0.231504,3.422292,1.032963,0.094112,0.115419,tri,381.off,FourLeg,13872,6938,0.223090,0.292202,1.010686,0.051646,
0.739370,1.236894,0.203238,5.633567,1.043814,0.100357,0.101244,tri,382.off,FourLeg,16152,8078,0.123928,0.177507,0.739370,0.025187,
1.127963,1.186386,0.179465,4.470698,1.042335,0.062002,0.092416,tri,383.off,FourLeg,26658,13331,0.296858,0.223679,1.127963,0.053276,
0.747339,1.160820,0.124211,5.841651,1.000123,0.084463,0.068843,tri,384.off,FourLeg,37680,18842,0.202359,0.171184,0.747339,0.025135,
0.925574,1.252437,0.195243,6.031977,1.002728,0.092317,0.065847,tri,385.off,FourLeg,20868,10436,0.174616,0.165783,0.925574,0.034093,
1.147438,1.484469,0.491104,5.077232,1.138252,0.088964,0.110906,tri,386.off,FourLeg,16680,8342,0.104443,0.196958,1.147438,0.051293,
0.722405,1.233790,0.148350,6.240706,1.007345,0.079226,0.058579,tri,387.off,FourLeg,29356,14680,0.155790,0.160238,0.722405,0.023112,
1.140146,1.233726,0.227085,5.076264,1.045090,0.069234,0.102844,tri,388.off,FourLeg,16818,8411,0.223746,0.196995,1.140146,0.050809,
