area,bb_distance,bb_volume,compactness,diameter,distance_to_origin,eccentricity,face_type,filename,label,n_faces,n_vertices,rectangularity,sphericity,surface_area,volume,
4.105533,2.211862,2.044319,6.617476,1.739905,0.000000,0.398168,tri,297,Armadillo,30626,15315,0.148742,0.151115,4.105533,0.304076,
4.024040,2.428773,2.736497,7.369885,1.863345,0.000000,0.289098,tri,298,Armadillo,29996,15000,0.102174,0.135687,4.024040,0.279600,
4.183987,2.518469,3.070356,7.105535,1.774486,0.000000,0.465142,tri,299,Armadillo,34230,17117,0.098327,0.140735,4.183987,0.301898,
3.371263,2.709146,3.713440,7.491574,1.822758,0.000000,0.405125,tri,300,Armadillo,34902,17453,0.057266,0.133483,3.371263,0.212655,
1.721421,1.672909,0.327159,3.285447,1.561150,0.000000,0.065987,tri,341,Bearing,13288,6646,0.358136,0.304373,1.721421,0.117168,
2.641263,2.072213,0.621794,3.285451,1.933779,0.000000,0.065986,tri,342,Bearing,13288,6646,0.358135,0.304372,2.641263,0.222686,
2.449088,1.996153,0.555807,3.278012,1.862800,0.000002,0.065806,tri,343,Bearing,13288,6646,0.358138,0.305063,2.449088,0.199056,
1.919151,1.428499,0.330903,2.385602,1.292943,0.000000,0.157255,tri,344,Bearing,25440,12722,0.489145,0.419181,1.919151,0.161860,
1.922806,1.429278,0.337197,2.464237,1.291831,0.000000,0.150268,tri,345,Bearing,28896,14450,0.473644,0.405805,1.922806,0.159711,
1.920484,1.432312,0.343420,2.444027,1.290328,0.000000,0.155471,tri,346,Bearing,28680,14342,0.466134,0.409161,1.920484,0.160080,
4.218720,2.061303,0.843836,1.895084,1.915756,0.000000,0.118772,tri,347,Bearing,20968,10486,0.701411,0.527681,4.218720,0.591876,
0.476915,1.031472,0.024217,3.700666,1.012720,0.000005,0.037638,tri,348,Bearing,20528,10266,0.664771,0.270222,0.476915,0.016099,
1.445813,1.795650,0.127797,3.705144,1.762961,0.000001,0.050214,tri,349,Bearing,20528,10266,0.664536,0.269895,1.445813,0.084926,
1.625221,1.898037,0.150704,3.765069,1.863411,0.000000,0.030994,tri,350,Bearing,17514,8759,0.666243,0.265599,1.625221,0.100405,
2.628243,1.985074,0.505010,3.048011,1.883268,0.000000,0.057198,tri,351,Bearing,10380,5192,0.454427,0.328083,2.628243,0.229490,
2.075970,1.756994,0.351238,2.905092,1.665957,0.000000,0.098154,tri,352,Bearing,20796,10400,0.469812,0.344223,2.075970,0.165016,
1.318586,1.903493,0.265894,4.083015,1.830048,0.000001,0.030944,tri,353,Bearing,12080,6042,0.264995,0.244917,1.318586,0.070461,
0.902128,1.312075,0.144605,3.437783,1.245314,0.000001,0.059087,tri,354,Bearing,23264,11634,0.300507,0.290885,0.902128,0.043455,
1.621186,2.019901,0.122960,4.171977,1.998984,0.000000,0.024159,tri,355,Bearing,29984,14994,0.772841,0.239695,1.621186,0.095028,
1.621262,2.020033,0.122984,4.170877,1.999115,0.000000,0.024159,tri,356,Bearing,29980,14992,0.772841,0.239758,1.621262,0.095047,
1.807643,1.992113,0.068816,16.012154,1.992113,0.000000,0.006639,tri,357,Bearing,29764,14872,0.829906,0.062453,1.807643,0.057111,
2.460130,1.831150,1.122165,11.824127,1.340347,0.000000,0.398632,tri,358,Bearing,28266,14127,0.094031,0.084573,2.460130,0.105518,
2.475821,1.836915,1.132794,11.826672,1.344572,0.000000,0.391867,tri,359,Bearing,29924,14956,0.094031,0.084555,2.475821,0.106518,
0.023311,0.198624,0.000264,3.380491,0.194001,0.000004,0.047160,tri,360,Bearing,17584,8794,0.688973,0.295815,0.023311,0.000182,
1.379495,2.438738,0.788559,8.335397,1.984006,0.000000,0.030472,tri,241,Bird,27808,13906,0.066920,0.119970,1.379495,0.052770,
2.830904,2.373960,1.895492,9.873051,1.817912,0.000000,0.198866,tri,242,Bird,15694,7849,0.075199,0.101286,2.830904,0.142540,
1.380257,2.130916,0.572972,7.378162,1.990625,0.000000,0.015567,tri,243,Bird,25248,12626,0.097973,0.135535,1.380257,0.056136,
1.729287,2.188282,0.504748,13.056854,1.965877,0.000000,0.017788,tri,244,Bird,35992,17998,0.117241,0.076588,1.729287,0.059177,
2.424971,2.338909,1.761718,15.855934,1.815385,0.000000,0.193015,tri,245,Bird,12946,6475,0.050618,0.063068,2.424971,0.089174,
1.620561,2.122700,0.684500,11.041859,1.947191,0.000000,0.047029,tri,246,Bird,33736,16870,0.085286,0.090564,1.620561,0.058378,
2.075572,2.229335,1.355885,13.032998,1.856390,0.000000,0.125809,tri,247,Bird,11034,5519,0.057443,0.076728,2.075572,0.077886,
2.805611,2.253633,2.153710,18.836166,1.581702,0.000000,0.461089,tri,248,Bird,23576,11790,0.047275,0.053089,2.805611,0.101817,
1.370998,2.218321,0.738018,11.443288,1.963488,0.000001,0.032720,tri,249,Bird,29696,14850,0.060463,0.087387,1.370998,0.044622,
1.679721,2.344865,0.474617,14.139122,1.909921,0.000000,0.011999,tri,250,Bird,34224,17114,0.114703,0.070726,1.679721,0.054440,
1.380257,2.130916,0.572972,7.378162,1.990625,0.000000,0.015567,tri,251,Bird,25248,12626,0.097973,0.135535,1.380257,0.056136,
2.212831,2.178408,1.426000,13.273769,1.737331,0.000000,0.152422,tri,252,Bird,12698,6351,0.059577,0.075337,2.212831,0.084957,
2.234149,2.476197,1.433717,15.027605,1.839706,0.000000,0.046087,tri,253,Bird,12324,6164,0.056498,0.066544,2.234149,0.081002,
1.504068,2.216188,0.396289,13.345290,1.991622,0.000000,0.010943,tri,254,Bird,29088,14546,0.119812,0.074933,1.504068,0.047480,
1.992188,2.276290,1.090150,9.080060,1.941584,0.000000,0.115149,tri,255,Bird,10104,5054,0.080489,0.110131,1.992188,0.087746,
2.027429,2.586770,2.920147,10.167099,1.940844,0.000001,0.093720,tri,256,Bird,11936,5970,0.029153,0.098356,2.027429,0.085132,
1.823760,2.098292,0.475583,49.223679,1.852023,0.000000,0.013283,tri,257,Bird,17064,8534,0.069408,0.020315,1.823760,0.033009,
3.037993,2.347126,2.469728,22.006006,1.618528,0.000001,0.167881,tri,258,Bird,17888,8946,0.042977,0.045442,3.037993,0.106141,
3.056228,2.499171,1.761600,11.087512,1.804980,0.000000,0.117815,tri,259,Bird,18026,9015,0.085650,0.090192,3.056228,0.150881,
2.333483,1.924271,1.296334,13.148415,1.339270,0.000000,0.222647,tri,260,Bird,19960,9982,0.071306,0.076055,2.333483,0.092437,
4.853578,2.281538,1.539752,2.750569,1.944220,0.000000,0.188430,tri,301,Bust,18500,9252,0.393736,0.363561,4.853578,0.606255,
5.938453,2.453858,2.459687,3.512900,1.836035,0.000000,0.211695,tri,302,Bust,50246,25125,0.295169,0.284665,5.938453,0.726024,
3.843803,2.028730,1.524900,3.029722,1.610482,0.000000,0.287555,tri,303,Bust,31028,15516,0.266976,0.330063,3.843803,0.407112,
4.453524,2.325716,1.545919,3.965266,1.951628,0.000000,0.110829,tri,304,Bust,50930,25467,0.287082,0.252190,4.453524,0.443806,
7.408576,2.655394,3.403454,3.530936,1.946998,0.000000,0.391937,tri,305,Bust,55644,27824,0.296491,0.283211,7.408576,1.009092,
4.672399,2.324544,2.121073,2.399621,1.710721,0.000001,0.255240,tri,306,Bust,53592,26798,0.289039,0.416733,4.672399,0.613073,
7.653502,2.994002,5.144361,2.229530,1.935465,0.000001,0.445628,tri,307,Bust,54874,27439,0.259195,0.448525,7.653502,1.333391,
8.530232,2.947525,4.840230,1.706876,1.925382,0.000001,0.548846,tri,308,Bust,47948,23976,0.370466,0.585866,8.530232,1.793140,
5.382427,2.145540,1.842798,2.585819,1.671796,0.000000,0.449996,tri,309,Bust,10390,5197,0.396245,0.386725,5.382427,0.730200,
8.093398,2.907367,4.368878,1.465125,1.902462,0.000001,0.464176,tri,310,Bust,16522,8263,0.409414,0.682535,8.093398,1.788680,
6.156683,2.452322,2.497977,3.500778,1.856492,0.000000,0.222140,tri,311,Bust,50456,25230,0.307343,0.285651,6.156683,0.767736,
5.794261,2.496336,2.780209,3.468813,1.697692,0.000000,0.238599,tri,312,Bust,53966,26985,0.253281,0.288283,5.794261,0.704175,
6.323555,2.528956,3.006546,3.335950,1.752881,0.000000,0.346378,tri,313,Bust,21700,10852,0.272294,0.299765,6.323555,0.818665,
4.646912,2.297479,1.868128,3.250685,1.773954,0.000001,0.175506,tri,314,Bust,52870,26437,0.279657,0.307627,4.646912,0.522436,
5.384099,2.390185,2.495759,1.886247,1.725617,0.000000,0.416934,tri,315,Bust,51532,25768,0.342722,0.530153,5.384099,0.855351,
5.799750,2.440159,2.654214,2.569390,1.763656,0.000000,0.398273,tri,316,Bust,46786,23395,0.308700,0.389197,5.799750,0.819356,
5.638363,2.487041,2.576705,1.727690,1.814920,0.000000,0.323846,tri,317,Bust,55448,27726,0.371711,0.578808,5.638363,0.957790,
4.547612,2.305294,2.200485,2.547984,1.776798,0.000000,0.261164,tri,318,Bust,50286,25145,0.259616,0.392467,4.547612,0.571282,
6.234678,2.524116,2.511192,1.841944,1.946474,0.000001,0.227894,tri,319,Bust,53112,26558,0.429513,0.542905,6.234678,1.078591,
7.328765,2.790978,3.988116,2.356740,1.795761,0.000001,0.468362,tri,320,Bust,54232,27118,0.304717,0.424315,7.328765,1.215246,
2.266257,1.986201,1.008657,32.042557,1.925202,0.000001,0.195251,tri,101,Chair,16998,8499,0.056186,0.031208,2.266257,0.056673,
3.928971,2.335657,2.345099,28.308020,1.980409,0.000008,0.304357,tri,102,Chair,31456,15724,0.058692,0.035326,3.928971,0.137638,
2.613077,2.051838,1.205816,20.702503,1.927593,0.000002,0.322847,tri,103,Chair,19304,9652,0.072395,0.048303,2.613077,0.087295,
2.385205,1.956833,0.774642,42.037628,1.897001,0.000003,0.225490,tri,104,Chair,17306,8653,0.068967,0.023788,2.385205,0.053425,
2.380591,1.901038,0.709950,46.085472,1.843049,0.000006,0.217635,tri,105,Chair,18530,9261,0.071662,0.021699,2.380591,0.050877,
3.343570,2.093531,1.536467,34.109283,1.824340,0.000005,0.459779,tri,106,Chair,28104,14052,0.064066,0.029318,3.343570,0.098436,
3.689767,2.352558,2.116168,27.055479,1.942337,0.000000,0.253057,tri,107,Chair,22854,11421,0.060547,0.036961,3.689767,0.128128,
3.591031,2.366493,2.156322,25.733011,1.961594,0.000000,0.257751,tri,108,Chair,21008,10500,0.058498,0.038861,3.591031,0.126141,
1.937605,1.852534,1.042739,19.609068,1.769480,0.000009,0.405895,tri,109,Chair,20602,10301,0.054925,0.050997,1.937605,0.057272,
2.114238,1.918586,0.808472,33.635723,1.863781,0.000003,0.166745,tri,110,Chair,16920,8456,0.061651,0.029730,2.114238,0.049843,
2.093007,1.950044,0.849233,31.073458,1.894145,0.000006,0.172151,tri,111,Chair,16100,8050,0.060146,0.032182,2.093007,0.051078,
2.739399,1.909673,1.116747,24.845818,1.840996,0.000006,0.372528,tri,112,Chair,27256,13628,0.076591,0.040248,2.739399,0.085532,
2.318080,1.923294,1.111626,33.642811,1.712488,0.000004,0.261272,tri,113,Chair,21500,10748,0.051471,0.029724,2.318080,0.057216,
1.007678,1.700212,0.606795,20.112690,1.647934,0.000001,0.263277,tri,114,Chair,11588,5794,0.034953,0.049720,1.007678,0.021209,
2.227558,1.957166,1.170813,31.034626,1.744163,0.000003,0.260201,tri,115,Chair,20086,10043,0.047930,0.032222,2.227558,0.056117,
3.609223,2.176006,1.673397,31.445990,1.905710,0.000002,0.281934,tri,116,Chair,26926,13463,0.068709,0.031801,3.609223,0.114977,
3.450801,2.091807,1.457765,70.574753,1.845529,0.000007,0.365796,tri,117,Chair,28744,14372,0.049220,0.014169,3.450801,0.071751,
2.259535,1.977744,1.006927,24.948179,1.920303,0.000001,0.183921,tri,118,Chair,18306,9153,0.063502,0.040083,2.259535,0.063942,
2.990228,2.065012,1.326422,31.112379,1.885652,0.000009,0.446601,tri,119,Chair,24652,12326,0.065718,0.032142,2.990228,0.087169,
2.750418,2.010496,0.983091,31.029707,1.836175,0.000003,0.197255,tri,120,Chair,20242,10121,0.078323,0.032227,2.750418,0.076999,
8.532738,2.339916,2.235847,38.759785,1.710374,0.000000,0.535304,tri,21,Cup,30396,15198,0.168373,0.025800,8.532738,0.376457,
11.408565,2.592275,3.182443,22.270042,1.891402,0.000001,0.579174,tri,22,Cup,30004,15002,0.241268,0.044903,11.408565,0.767821,
8.328262,2.500164,2.606914,25.111446,1.797506,0.000001,0.440519,tri,23,Cup,30074,15037,0.172999,0.039822,8.328262,0.450993,
11.531444,2.630461,3.330059,14.476829,1.906886,0.000001,0.570716,tri,24,Cup,30492,15246,0.290610,0.069076,11.531444,0.967749,
11.919504,2.363699,2.281696,106.372429,1.981659,0.000000,0.434933,tri,25,Cup,30170,15087,0.164433,0.009401,11.919504,0.375186,
10.730837,2.391657,2.413504,85.664116,1.918108,0.000001,0.395501,tri,26,Cup,30418,15209,0.147971,0.011673,10.730837,0.357129,
9.935081,2.313256,2.269839,48.524975,1.831225,0.000001,0.460839,tri,27,Cup,30274,15137,0.186232,0.020608,9.935081,0.422716,
8.754286,2.371460,2.325064,38.904388,1.732563,0.000001,0.550635,tri,28,Cup,30140,15070,0.167946,0.025704,8.754286,0.390486,
8.964398,2.254710,1.996765,65.403343,1.853984,0.000000,0.453912,tri,29,Cup,30254,15127,0.156289,0.015290,8.964398,0.312073,
4.257551,2.115651,1.723751,26.836647,1.705967,0.000000,0.269992,tri,30,Cup,30008,15006,0.092507,0.037262,4.257551,0.159459,
10.694651,2.684418,3.553114,13.271386,1.890262,0.000001,0.529738,tri,31,Cup,30454,15227,0.254072,0.075350,10.694651,0.902746,
9.682168,2.254719,2.094340,75.773949,1.805837,0.000001,0.496161,tri,32,Cup,29502,14751,0.155391,0.013197,9.682168,0.325441,
10.448517,2.520297,2.922279,23.422161,1.819019,0.000000,0.727227,tri,33,Cup,14698,7349,0.224554,0.042695,10.448517,0.656209,
11.147604,2.545924,3.079623,16.137527,1.922528,0.000000,0.595040,tri,34,Cup,19204,9602,0.282898,0.061967,11.147604,0.871220,
6.277365,2.065495,1.464157,17.019918,1.787027,0.000000,0.288180,tri,35,Cup,30268,15136,0.244835,0.058755,6.277365,0.358477,
8.935182,2.539136,3.093895,88.476418,1.740887,0.000000,0.593913,tri,36,Cup,18152,9076,0.086300,0.011302,8.935182,0.267002,
12.477964,2.570382,3.134825,32.966560,1.845600,0.000000,0.806179,tri,37,Cup,12540,6270,0.230271,0.030334,12.477964,0.721859,
11.158955,2.476621,2.739626,35.724480,1.875319,0.000000,0.457641,tri,38,Cup,30128,15064,0.214060,0.027992,11.158955,0.586443,
11.659430,2.383202,2.393021,162.472137,1.874924,0.000000,0.602264,tri,39,Cup,30322,15161,0.122731,0.006155,11.659430,0.293698,
11.282816,2.351217,1.957024,81.059441,1.995879,0.000000,0.317725,tri,40,Cup,30326,15165,0.202256,0.012337,11.282816,0.395820,
2.451632,2.160411,1.133526,3.432899,1.799318,0.000000,0.079746,tri,221,Fish,14238,7121,0.171868,0.291299,2.451632,0.194817,
1.840627,2.008801,0.663512,3.274375,1.835635,0.000000,0.065235,tri,222,Fish,10506,5255,0.195573,0.305402,1.840627,0.129765,
2.206153,2.107290,1.155244,5.042150,1.809588,0.000000,0.079218,tri,223,Fish,13308,6656,0.118781,0.198328,2.206153,0.137221,
1.771415,1.991495,0.586806,4.052159,1.841809,0.000000,0.047556,tri,224,Fish,10118,5061,0.187679,0.246782,1.771415,0.110131,
2.079219,2.087882,0.972176,4.860444,1.820445,0.000000,0.090823,tri,225,Fish,12148,6076,0.131535,0.205743,2.079219,0.127875,
1.911431,2.023212,0.635503,3.305808,1.907363,0.000000,0.063818,tri,226,Fish,10428,5216,0.215058,0.302498,1.911431,0.136670,
1.911431,2.023212,0.635503,3.305808,1.907363,0.000000,0.063818,tri,227,Fish,10428,5216,0.215058,0.302498,1.911431,0.136670,
1.960687,2.027732,0.745366,3.525116,1.815104,0.000000,0.063882,tri,228,Fish,11180,5592,0.184472,0.283679,1.960687,0.137499,
2.024837,2.070759,0.713381,3.257194,1.895484,0.000001,0.071172,tri,229,Fish,10486,5245,0.210434,0.307013,2.024837,0.150119,
2.630012,2.183732,1.213447,3.459032,1.812510,0.000000,0.083168,tri,230,Fish,15142,7573,0.177710,0.289098,2.630012,0.215642,
2.085137,2.053027,0.906452,3.893193,1.814024,0.000000,0.072346,tri,231,Fish,12524,6264,0.158299,0.256859,2.085137,0.143490,
1.877399,1.975541,0.573803,4.023461,1.847418,0.000000,0.043496,tri,232,Fish,10876,5440,0.210158,0.248542,1.877399,0.120589,
3.047133,2.177494,1.646971,4.105437,1.710437,0.000000,0.195000,tri,233,Fish,20368,10186,0.149881,0.243579,3.047133,0.246849,
2.628783,2.180780,1.333012,4.465694,1.845271,0.000000,0.094802,tri,234,Fish,14992,7498,0.142275,0.223929,2.628783,0.189654,
1.845558,2.030601,0.728883,4.034298,1.855756,0.000001,0.053692,tri,235,Fish,10496,5250,0.161036,0.247875,1.845558,0.117377,
1.635080,1.988109,0.677867,4.718335,1.826783,0.000000,0.042565,tri,236,Fish,38744,19374,0.133519,0.211939,1.635080,0.090508,
1.481094,1.941075,0.473723,4.442804,1.830163,0.000000,0.032434,tri,237,Fish,35496,17750,0.169744,0.225083,1.481094,0.080412,
1.663838,1.959962,0.614012,4.360467,1.816157,0.000001,0.047517,tri,238,Fish,10188,5096,0.157397,0.229333,1.663838,0.096644,
1.869269,2.023599,0.555330,3.724866,1.876190,0.000000,0.038432,tri,239,Fish,10238,5121,0.224220,0.268466,1.869269,0.124516,
2.233844,2.024340,0.905327,4.105610,1.796511,0.000001,0.066394,tri,240,Fish,13662,6833,0.171143,0.243569,2.233844,0.154940,
2.834356,2.031029,0.991371,3.422312,1.729832,0.000000,0.115419,tri,381,FourLeg,13872,6938,0.244658,0.292200,2.834356,0.242547,
2.518687,2.128011,1.400917,5.633514,1.926549,0.000000,0.101244,tri,382,FourLeg,16152,8078,0.113040,0.177509,2.518687,0.158360,
3.588522,2.107653,0.981540,4.470730,1.859160,0.000000,0.092416,tri,383,FourLeg,26658,13331,0.308000,0.223677,3.588522,0.302314,
2.947672,2.310088,0.985198,5.841717,1.986246,0.000000,0.068843,tri,384,FourLeg,37680,18842,0.199848,0.171183,2.947672,0.196889,
3.080085,2.263010,1.187525,6.031899,1.829192,0.000000,0.065847,tri,385,FourLeg,20868,10436,0.174280,0.165785,3.080085,0.206962,
3.164384,2.310738,2.194762,5.077143,1.890253,0.000000,0.110906,tri,386,FourLeg,16680,8342,0.107031,0.196961,3.164384,0.234908,
2.732161,2.262781,1.569457,6.240649,1.959028,0.000000,0.058579,tri,387,FourLeg,29356,14680,0.108310,0.160240,2.732161,0.169988,
3.712781,2.232368,1.269940,5.076316,1.885918,0.000001,0.102844,tri,388,FourLeg,16818,8411,0.235107,0.196993,3.712781,0.298572,
3.012493,2.170175,1.234364,8.604409,1.942925,0.000000,0.103535,tri,389,FourLeg,18976,9490,0.135787,0.116219,3.012493,0.167611,
1.543719,2.052867,0.885649,12.044483,1.820129,0.000000,0.065571,tri,390,FourLeg,18474,9239,0.058677,0.083026,1.543719,0.051968,
3.003849,2.031874,0.846621,4.851482,1.787697,0.000001,0.032833,tri,391,FourLeg,34504,17254,0.262521,0.206123,3.003849,0.222256,
3.263273,2.192837,1.190644,4.120680,1.894573,0.000001,0.080810,tri,392,FourLeg,17232,8618,0.229344,0.242678,3.263273,0.273067,
2.526753,2.052792,0.881013,7.522617,1.880129,0.000001,0.022296,tri,393,FourLeg,19510,9757,0.156297,0.132932,2.526753,0.137700,
